doc_id,user_id,timestamp
18-146,887,2020-03-01T12:11:52
18-109,730,2020-03-01T12:11:54
12-160,344,2020-03-01T12:11:57
18-195,763,2020-03-01T12:11:58
12-128,839,2020-03-01T12:11:58
12-168,994,2020-03-01T12:11:58
12-150,653,2020-03-01T12:11:58
18-186,351,2020-03-01T12:12:00
14-138,472,2020-03-01T12:12:03
12-159,618,2020-03-01T12:12:06
18-127,963,2020-03-01T12:12:09
14-117,577,2020-03-01T12:12:09
14-120,688,2020-03-01T12:12:12
14-164,522,2020-03-01T12:12:16
18-127,178,2020-03-01T12:12:17
12-109,352,2020-03-01T12:12:21
14-145,157,2020-03-01T12:12:24
14-146,117,2020-03-01T12:12:28
14-107,464,2020-03-01T12:12:28
18-149,267,2020-03-01T12:12:28
18-126,394,2020-03-01T12:12:31
12-123,579,2020-03-01T12:12:33
18-184,886,2020-03-01T12:12:35
14-168,497,2020-03-01T12:12:37
18-150,623,2020-03-01T12:12:39
18-121,123,2020-03-01T12:12:40
18-104,544,2020-03-01T12:12:44
14-190,140,2020-03-01T12:12:47
12-169,374,2020-03-01T12:12:50
12-121,274,2020-03-01T12:12:51
18-175,664,2020-03-01T12:12:53
14-177,550,2020-03-01T12:12:53
14-144,757,2020-03-01T12:12:55
18-183,294,2020-03-01T12:12:59
12-172,269,2020-03-01T12:13:03
18-191,253,2020-03-01T12:13:07
14-110,937,2020-03-01T12:13:10
14-153,666,2020-03-01T12:13:11
18-143,496,2020-03-01T12:13:15
18-114,664,2020-03-01T12:13:17
18-109,502,2020-03-01T12:13:17
18-100,900,2020-03-01T12:13:19
14-190,579,2020-03-01T12:13:22
18-115,953,2020-03-01T12:13:26
18-173,544,2020-03-01T12:13:28
18-127,842,2020-03-01T12:13:32
14-114,719,2020-03-01T12:13:33
14-132,505,2020-03-01T12:13:34
14-125,584,2020-03-01T12:13:34
18-136,809,2020-03-01T12:13:35
18-138,387,2020-03-01T12:13:37
18-133,247,2020-03-01T12:13:41
12-153,299,2020-03-01T12:13:43
18-134,395,2020-03-01T12:13:46
12-106,108,2020-03-01T12:13:46
12-120,992,2020-03-01T12:13:49
14-167,131,2020-03-01T12:13:50
12-192,518,2020-03-01T12:13:51
18-158,748,2020-03-01T12:13:55
12-108,980,2020-03-01T12:13:55
18-113,416,2020-03-01T12:13:56
14-134,749,2020-03-01T12:14:00
14-156,956,2020-03-01T12:14:04
14-141,171,2020-03-01T12:14:08
12-198,637,2020-03-01T12:14:12
12-152,557,2020-03-01T12:14:13
18-161,197,2020-03-01T12:14:16
12-161,880,2020-03-01T12:14:17
14-161,592,2020-03-01T12:14:17
14-167,779,2020-03-01T12:14:21
12-130,167,2020-03-01T12:14:24
18-186,895,2020-03-01T12:14:25
12-197,824,2020-03-01T12:14:28
12-124,320,2020-03-01T12:14:32
14-155,283,2020-03-01T12:14:36
12-177,315,2020-03-01T12:14:40
12-117,854,2020-03-01T12:14:43
14-191,342,2020-03-01T12:14:47
18-112,333,2020-03-01T12:14:51
18-157,511,2020-03-01T12:14:55
18-170,493,2020-03-01T12:14:56
14-147,571,2020-03-01T12:14:58
18-103,258,2020-03-01T12:14:58
12-121,670,2020-03-01T12:15:01
12-138,388,2020-03-01T12:15:01
18-175,219,2020-03-01T12:15:05
12-162,395,2020-03-01T12:15:09
14-134,621,2020-03-01T12:15:11
14-187,765,2020-03-01T12:15:12
18-109,701,2020-03-01T12:15:12
18-176,762,2020-03-01T12:15:14
18-150,924,2020-03-01T12:15:14
14-157,657,2020-03-01T12:15:15
12-181,237,2020-03-01T12:15:19
18-125,511,2020-03-01T12:15:23
14-135,344,2020-03-01T12:15:23
12-118,138,2020-03-01T12:15:23
18-180,856,2020-03-01T12:15:26
18-131,855,2020-03-01T12:15:29
18-153,664,2020-03-01T12:15:33
18-166,712,2020-03-01T12:15:35
14-152,914,2020-03-01T12:15:36
12-186,601,2020-03-01T12:15:38
12-130,855,2020-03-01T12:15:38
14-113,843,2020-03-01T12:15:41
18-187,844,2020-03-01T12:15:43
18-147,381,2020-03-01T12:15:45
12-124,917,2020-03-01T12:15:46
18-124,573,2020-03-01T12:15:46
18-177,693,2020-03-01T12:15:46
18-186,897,2020-03-01T12:15:48
12-195,733,2020-03-01T12:15:51
18-137,629,2020-03-01T12:15:51
18-132,466,2020-03-01T12:15:53
18-171,142,2020-03-01T12:15:56
14-190,873,2020-03-01T12:15:59
14-117,400,2020-03-01T12:16:02
14-162,640,2020-03-01T12:16:05
18-187,617,2020-03-01T12:16:05
14-164,721,2020-03-01T12:16:07
18-119,152,2020-03-01T12:16:09
18-121,170,2020-03-01T12:16:11
14-128,276,2020-03-01T12:16:13
12-173,388,2020-03-01T12:16:14
18-110,907,2020-03-01T12:16:14
18-135,332,2020-03-01T12:16:16
18-196,197,2020-03-01T12:16:17
18-151,500,2020-03-01T12:16:18
14-127,859,2020-03-01T12:16:21
14-157,739,2020-03-01T12:16:23
14-149,480,2020-03-01T12:16:27
12-182,163,2020-03-01T12:16:27
12-133,360,2020-03-01T12:16:27
14-182,684,2020-03-01T12:16:29
12-108,358,2020-03-01T12:16:29
14-179,244,2020-03-01T12:16:31
18-119,540,2020-03-01T12:16:34
12-183,381,2020-03-01T12:16:37
18-119,701,2020-03-01T12:16:38
18-107,765,2020-03-01T12:16:40
14-132,816,2020-03-01T12:16:40
14-100,532,2020-03-01T12:16:40
14-101,934,2020-03-01T12:16:44
18-114,588,2020-03-01T12:16:46
12-140,284,2020-03-01T12:16:46
14-154,254,2020-03-01T12:16:47
12-103,570,2020-03-01T12:16:51
12-168,474,2020-03-01T12:16:54
12-107,791,2020-03-01T12:16:54
12-112,621,2020-03-01T12:16:56
12-178,814,2020-03-01T12:16:57
14-128,522,2020-03-01T12:17:00
14-156,216,2020-03-01T12:17:03
18-176,303,2020-03-01T12:17:06
18-119,681,2020-03-01T12:17:10
12-138,602,2020-03-01T12:17:14
18-137,974,2020-03-01T12:17:14
12-180,116,2020-03-01T12:17:15
12-182,929,2020-03-01T12:17:17
18-121,674,2020-03-01T12:17:21
18-110,470,2020-03-01T12:17:24
12-145,863,2020-03-01T12:17:27
14-139,570,2020-03-01T12:17:29
12-145,432,2020-03-01T12:17:30
18-174,335,2020-03-01T12:17:30
14-125,904,2020-03-01T12:17:32
14-114,337,2020-03-01T12:17:35
14-150,193,2020-03-01T12:17:36
14-145,182,2020-03-01T12:17:40
14-180,712,2020-03-01T12:17:40
18-140,367,2020-03-01T12:17:44
12-174,189,2020-03-01T12:17:45
12-171,946,2020-03-01T12:17:45
12-165,650,2020-03-01T12:17:47
18-135,218,2020-03-01T12:17:51
18-193,556,2020-03-01T12:17:55
12-115,636,2020-03-01T12:17:55
14-166,531,2020-03-01T12:17:56
12-194,246,2020-03-01T12:18:00
12-139,899,2020-03-01T12:18:00
18-195,585,2020-03-01T12:18:03
18-166,311,2020-03-01T12:18:07
18-147,277,2020-03-01T12:18:10
14-170,543,2020-03-01T12:18:11
18-185,362,2020-03-01T12:18:14
12-198,566,2020-03-01T12:18:14
14-153,454,2020-03-01T12:18:15
18-190,118,2020-03-01T12:18:16
12-116,506,2020-03-01T12:18:20
12-176,241,2020-03-01T12:18:22
12-183,452,2020-03-01T12:18:24
18-147,896,2020-03-01T12:18:28
12-176,656,2020-03-01T12:18:32
12-132,267,2020-03-01T12:18:36
18-148,673,2020-03-01T12:18:36
14-167,734,2020-03-01T12:18:40
12-187,296,2020-03-01T12:18:43
12-190,268,2020-03-01T12:18:44
18-138,613,2020-03-01T12:18:47
14-195,217,2020-03-01T12:18:51
12-162,367,2020-03-01T12:18:52
18-108,430,2020-03-01T12:18:55
14-126,722,2020-03-01T12:18:57
12-132,796,2020-03-01T12:19:00
12-189,429,2020-03-01T12:19:00
14-182,272,2020-03-01T12:19:02
18-129,330,2020-03-01T12:19:03
18-131,667,2020-03-01T12:19:05
14-187,548,2020-03-01T12:19:05
14-119,633,2020-03-01T12:19:05
14-179,777,2020-03-01T12:19:05
12-134,636,2020-03-01T12:19:08
12-191,425,2020-03-01T12:19:09
12-127,950,2020-03-01T12:19:13
12-176,603,2020-03-01T12:19:13
14-159,190,2020-03-01T12:19:14
12-104,337,2020-03-01T12:19:18
18-164,789,2020-03-01T12:19:20
18-101,288,2020-03-01T12:19:21
12-154,463,2020-03-01T12:19:25
14-109,339,2020-03-01T12:19:27
18-154,604,2020-03-01T12:19:30
14-148,437,2020-03-01T12:19:30
18-164,615,2020-03-01T12:19:32
14-111,643,2020-03-01T12:19:35
18-147,798,2020-03-01T12:19:36
12-141,987,2020-03-01T12:19:40
18-147,432,2020-03-01T12:19:43
18-126,343,2020-03-01T12:19:47
18-110,297,2020-03-01T12:19:47
18-189,186,2020-03-01T12:19:50
14-150,633,2020-03-01T12:19:54
12-117,708,2020-03-01T12:19:55
18-177,279,2020-03-01T12:19:59
12-121,820,2020-03-01T12:20:00
14-145,817,2020-03-01T12:20:02
12-184,772,2020-03-01T12:20:06
12-100,672,2020-03-01T12:20:07
18-196,878,2020-03-01T12:20:08
12-182,998,2020-03-01T12:20:08
18-170,462,2020-03-01T12:20:12
14-158,487,2020-03-01T12:20:14
14-102,354,2020-03-01T12:20:17
14-170,886,2020-03-01T12:20:19
14-160,643,2020-03-01T12:20:21
12-191,830,2020-03-01T12:20:23
18-195,252,2020-03-01T12:20:25
14-139,261,2020-03-01T12:20:26
12-146,395,2020-03-01T12:20:30
12-132,153,2020-03-01T12:20:34
14-117,548,2020-03-01T12:20:34
12-130,460,2020-03-01T12:20:37
18-188,879,2020-03-01T12:20:39
12-108,428,2020-03-01T12:20:42
18-131,581,2020-03-01T12:20:46
18-127,948,2020-03-01T12:20:48
14-121,681,2020-03-01T12:20:52
14-145,832,2020-03-01T12:20:54
12-155,971,2020-03-01T12:20:54
12-134,394,2020-03-01T12:20:57
14-115,655,2020-03-01T12:20:59
18-177,100,2020-03-01T12:21:02
12-114,752,2020-03-01T12:21:05
14-121,447,2020-03-01T12:21:08
14-131,384,2020-03-01T12:21:08
12-153,135,2020-03-01T12:21:08
12-121,119,2020-03-01T12:21:08
12-116,827,2020-03-01T12:21:08
18-185,797,2020-03-01T12:21:10
12-179,616,2020-03-01T12:21:13
18-198,710,2020-03-01T12:21:15
12-114,694,2020-03-01T12:21:17
18-128,809,2020-03-01T12:21:20
18-157,209,2020-03-01T12:21:22
14-144,754,2020-03-01T12:21:26
12-118,746,2020-03-01T12:21:27
18-187,543,2020-03-01T12:21:31
14-111,882,2020-03-01T12:21:32
12-133,312,2020-03-01T12:21:33
14-130,221,2020-03-01T12:21:35
12-140,652,2020-03-01T12:21:35
12-180,425,2020-03-01T12:21:39
12-185,264,2020-03-01T12:21:41
18-184,710,2020-03-01T12:21:42
14-105,789,2020-03-01T12:21:46
14-128,978,2020-03-01T12:21:49
12-130,355,2020-03-01T12:21:50
12-162,810,2020-03-01T12:21:54
18-104,422,2020-03-01T12:21:56
18-119,485,2020-03-01T12:21:59
18-184,183,2020-03-01T12:22:00
12-149,311,2020-03-01T12:22:04
14-128,180,2020-03-01T12:22:07
18-179,450,2020-03-01T12:22:11
12-150,572,2020-03-01T12:22:13
12-165,174,2020-03-01T12:22:13
12-178,395,2020-03-01T12:22:17
12-135,171,2020-03-01T12:22:20
18-159,786,2020-03-01T12:22:22
14-147,181,2020-03-01T12:22:24
14-118,177,2020-03-01T12:22:26
18-117,790,2020-03-01T12:22:29
14-167,915,2020-03-01T12:22:30
12-178,667,2020-03-01T12:22:30
14-168,415,2020-03-01T12:22:30
12-150,873,2020-03-01T12:22:34
14-118,883,2020-03-01T12:22:36
14-178,950,2020-03-01T12:22:38
12-127,200,2020-03-01T12:22:41
18-197,691,2020-03-01T12:22:45
12-172,793,2020-03-01T12:22:48
18-124,208,2020-03-01T12:22:48
12-139,488,2020-03-01T12:22:52
18-126,474,2020-03-01T12:22:52
18-157,187,2020-03-01T12:22:55
14-171,273,2020-03-01T12:22:55
14-163,518,2020-03-01T12:22:55
14-195,671,2020-03-01T12:22:57
12-122,283,2020-03-01T12:22:58
14-132,923,2020-03-01T12:23:02
12-118,538,2020-03-01T12:23:06
18-188,282,2020-03-01T12:23:08
18-116,208,2020-03-01T12:23:12
18-120,620,2020-03-01T12:23:12
12-185,478,2020-03-01T12:23:12
12-170,746,2020-03-01T12:23:14
12-126,786,2020-03-01T12:23:14
14-124,386,2020-03-01T12:23:15
12-143,914,2020-03-01T12:23:17
18-198,211,2020-03-01T12:23:18
12-190,304,2020-03-01T12:23:20
18-191,772,2020-03-01T12:23:21
12-109,286,2020-03-01T12:23:25
12-141,946,2020-03-01T12:23:26
14-163,173,2020-03-01T12:23:28
12-103,695,2020-03-01T12:23:29
18-196,265,2020-03-01T12:23:32
12-176,342,2020-03-01T12:23:35
14-100,980,2020-03-01T12:23:38
14-117,115,2020-03-01T12:23:41
18-152,646,2020-03-01T12:23:45
14-180,282,2020-03-01T12:23:45
12-149,505,2020-03-01T12:23:48
14-179,250,2020-03-01T12:23:52
12-151,947,2020-03-01T12:23:55
18-116,702,2020-03-01T12:23:55
18-131,180,2020-03-01T12:23:55
14-124,449,2020-03-01T12:23:55
12-128,471,2020-03-01T12:23:55
14-143,174,2020-03-01T12:23:55
18-136,612,2020-03-01T12:23:57
14-142,993,2020-03-01T12:24:01
12-106,334,2020-03-01T12:24:03
14-104,192,2020-03-01T12:24:06
18-138,121,2020-03-01T12:24:06
12-103,984,2020-03-01T12:24:10
14-137,810,2020-03-01T12:24:10
18-139,707,2020-03-01T12:24:11
12-170,382,2020-03-01T12:24:11
14-140,713,2020-03-01T12:24:11
12-187,145,2020-03-01T12:24:11
18-152,781,2020-03-01T12:24:12
